#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## Trig_time_met: The BAT trigger time shown in the Swift machine time (MET), in unit of sec.
## Trig_time_UTC: The BAT trigger time shown in UTC.
## RA_ground: RA of the GRB from the BAT refined position, in unite of deg.
## DEC_ground: DEC of the GRB from the BAT refined position, in unit of deg.
## Image_position_err: The uncertainty of the BAT refined position, in unit of arcmin.
## Image_SNR: The signal-to-noise ratio of the detection from the BAT image.
## T90: Burst duration T90, in unit of sec.
## T90_err: The uncertainty of T90.
## T50: Burst duration T90, in unit of sec.
## T50_err: The uncertainty of T50.
## Evt_start_sincetrig: The time when the event data start, relative to the BAT trigger time, in unit of sec.
## Evt_stop_sincetrig: The time when the event data end, relative to the BAT trigger time, in unit of sec.
## pcode: Partial coding fraction of the burst.
## Trigger_method: The triggering method for the burst (rate trigger, image trigger, ground detected, or ground detected during slew).
## XRT_detection: Whether or not there is an XRT detection of the burst.
## comment: Other special comments.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | Trig_time_met |       Trig_time_UTC        |  RA_ground   |  DEC_ground   | Image_position_err |   Image_SNR  |     T90      |   T90_err    |     T50      |   T50_err    | Evt_start_sincetrig | Evt_stop_sincetrig | pcode  | Trigger_method | XRT_detection | comment
GRB190727B   |    916733    | 585951520.332 | 2019-07-27T20:18:17.019680 | 1.264994e+02 | -1.327225e+01 |    6.545435e-01    | 5.572670e+01 | 3.919600e+01 | 1.311341e+00 | 1.284000e+01 | 1.757271e-01 |         -239        |         963       | 0.7031 | rate trigger | No |    
GRB190719C   |    915381    | 585241137.664 | 2019-07-19T14:58:34.397080 | 2.402072e+02 |  1.300807e+01 |    1.282075e+00    | 2.132831e+01 | 1.858280e+02 | 9.597204e+00 | 9.952000e+01 | 6.172934e+00 |         -240        |         962       | 1.0156 | rate trigger | Yes |    
GRB190718A   |    915091    | 585117698.432 | 2019-07-18T04:41:15.172960 | 3.366046e+02 | -4.118462e+01 |    2.378201e+00    | 8.823084e+00 | 7.040000e+02 | 9.956063e+02 | 7.200000e+02 | 5.268472e+02 |         -239        |         1386       | 1.0156 | rate trigger | Yes |    
GRB190706B   |    913302    | 584109673.280 | 2019-07-06T12:40:50.085380 | 1.074503e+02 | -2.957398e+01 |    2.160837e+00    | 1.011782e+01 | 4.358400e+01 | 1.479785e+01 | 1.888000e+01 | 1.046513e+01 |         -372        |         963       | 0.6953 | rate trigger | Yes |    
GRB190701A   |    912310    | 583667144.000 | 2019-07-01T09:45:20.833660 | 2.813122e+01 |  5.889914e+01 |    2.388534e+00    | 8.768609e+00 | 5.243200e+01 | 4.017561e+00 | 4.331200e+01 | 3.198061e+01 |         -239        |         963       | 0.5234 | image trigger | Yes |    
GRB190630C   |    912239    | 583631602.688 | 2019-06-30T23:52:59.523940 | 2.938889e+02 | -3.275868e+01 |    1.099224e+00    | 2.657197e+01 | 3.838400e+01 | 9.308885e+00 | 1.602400e+01 | 2.744278e+00 |         -240        |         962       | 0.5781 | rate trigger | Yes |    
GRB190630B   |    912102    | 583567351.808 | 2019-06-30T06:02:08.648040 | 2.237293e+02 |  4.152838e+01 |    1.990971e+00    | 1.137320e+01 | 5.568000e+00 | 9.029042e-01 | 2.224000e+00 | 1.332528e+00 |         -240        |         242       | 1.0312 | rate trigger | Yes |    
GRB190627A   |    911609    | 583327134.272 | 2019-06-27T11:18:31.127400 | 2.448732e+02 | -5.293816e+00 |    2.770305e+00    | 7.094732e+00 | 2.692000e+00 | 8.809541e-01 | 1.200000e+00 | 1.136803e+00 |         -239        |         963       | 0.7344 | rate trigger | Yes |    
GRB190613B   |    908329    | 582115645.120 | 2019-06-13T10:47:02.052640 | 3.054371e+02 | -4.652083e+00 |    1.969452e+00    | 1.155115e+01 | 1.608200e+02 | 1.708426e+01 | 1.197600e+02 | 2.502660e+01 |         -239        |         963       | 0.1836 | rate trigger | Yes |    
GRB190613A   |    908288    | 582091661.376 | 2019-06-13T04:07:18.310160 | 1.825522e+02 |  6.724435e+01 |    2.213099e+00    | 9.778223e+00 | 1.763200e+01 | 3.113922e+00 | 9.120000e+00 | 2.725125e+00 |         -239        |         963       | 0.0967 | rate trigger | Yes |    
GRB190611A   |    907950    | 581968165.056 | 2019-06-11T17:49:01.998020 | 3.246888e+02 | -5.607016e+01 |    3.007579e+00    | 6.308865e+00 | 4.176000e+01 | 3.062172e+01 | 8.928000e+00 | 4.774824e+01 |         -239        |         963       | 0.6406 | rate trigger | Yes |    
GRB190610A   |    907754    | 581858888.768 | 2019-06-10T11:27:45.716980 | 4.623929e+01 | -7.659683e+00 |    1.832908e+00    | 1.279980e+01 | 6.320000e-01 | 1.006578e-01 | 3.640000e-01 | 9.050968e-02 |         -488        |         62       | 1.0156 | rate trigger | Maybe |    
GRB190604B   |    906654    | 581353058.816 | 2019-06-04T14:57:15.797160 | 2.975452e+02 | -3.297481e+01 |    1.000881e+00    | 3.037892e+01 | 2.201760e+02 | 4.721114e+00 | 1.325600e+02 | 3.089028e+00 |         -240        |         962       | 0.6406 | rate trigger | Yes |    
GRB190519A   |    904394    | 579943562.368 | 2019-05-19T07:25:39.438900 | 1.147567e+02 | -3.881379e+01 |    1.665130e+00    | 1.468128e+01 | 4.448000e+01 | 2.585869e+00 | 2.672000e+01 | 1.355569e+00 |         -239        |         963       | 0.0811 | rate trigger | Yes |    
GRB190515B   |    903845    | 579629084.224 | 2019-05-15T16:04:21.314940 | 9.883336e+01 |  5.232092e+01 |    1.421025e+00    | 1.841264e+01 | 4.651200e+01 | 9.644513e+00 | 1.436800e+01 | 2.801143e+00 |         -883        |         1162       | 0.6797 | rate trigger | Yes |    
GRB190512A   |    903357    | 579364832.000 | 2019-05-12T14:40:09.107780 | 8.239738e+01 | -7.581785e+00 |    2.868023e+00    | 6.751946e+00 | 4.007200e+01 | 1.133085e+01 | 1.554400e+01 | 2.339244e+00 |         -239        |         963       | 0.8359 | image trigger | No |    Tentative detection.
GRB190511A   |    903158    | 579251711.168 | 2019-05-11T07:14:48.282980 | 1.264434e+02 | -2.025165e+01 |    1.545785e+00    | 1.632696e+01 | 2.766400e+01 | 2.354176e+00 | 1.577600e+01 | 1.756360e+00 |         -239        |         963       | 0.0908 | rate trigger | Yes |    
GRB190427A   |    900730    | 578032477.880 | 2019-04-27T04:34:15.072360 | 2.802194e+02 |  4.030997e+01 |    2.426912e+00    | 8.571190e+00 | 1.919999e-01 | 2.023858e-01 | 6.399989e-02 | 6.400001e-02 |         -240        |         962       | 0.6875 | rate trigger | No |    
GRB190424A   |    900285    | 577792865.984 | 2019-04-24T10:00:43.191560 | 4.869326e+01 |  2.024131e+01 |    1.431031e+00    | 1.822900e+01 | 9.836000e+00 | 3.917965e+00 | 5.296000e+00 | 9.853973e-01 |         -240        |         962       | 0.4102 | rate trigger | No |    
GRB190422A   |    899979    | 577666552.000 | 2019-04-22T22:55:29.215560 | 1.821347e+02 | -6.016924e+01 |    2.437774e+00    | 8.516684e+00 | 2.690160e+02 | 5.072131e+01 | 8.816000e+01 | 2.256960e+01 |         -239        |         963       | 0.8281 | image trigger | Yes |    
GRB190331A   |    895813    | 575691300.232 | 2019-03-31T02:14:37.572780 | 2.857254e+01 |  2.763542e+01 |    1.381595e+00    | 1.916789e+01 | 4.336000e+00 | 2.347765e-01 | 1.176000e+00 | 1.068316e+00 |         -599        |         1093       | 0.8281 | rate trigger | No |    
GRB190326A   |    895006    | 575278551.544 | 2019-03-26T07:35:28.910940 | 3.416510e+02 |  3.991492e+01 |    1.560447e+00    | 1.610825e+01 | 7.599998e-02 | 3.224899e-02 | 2.799988e-02 | 8.944317e-03 |         -531        |         1173       | 0.5781 | rate trigger | No |    
GRB190324A   |    894718    | 575160264.256 | 2019-03-24T22:44:01.630420 | 4.960368e+01 | -4.721051e+01 |    8.351859e-01    | 3.934203e+01 | 2.278400e+01 | 1.014973e+01 | 6.000000e+00 | 3.298485e-01 |         -239        |         963       | 0.5625 | rate trigger | Yes |    
GRB190320A   |    893808    | 574737299.200 | 2019-03-20T01:14:36.601140 | 1.178268e+02 | -4.587793e+01 |    1.908022e+00    | 1.208606e+01 | 6.300000e+01 | 1.208305e+01 | 2.400000e+01 | 9.848858e+00 |         -239        |         963       | 0.2969 | rate trigger | Yes |    
GRB190311A   |    892607    | 574007036.224 | 2019-03-11T14:23:33.671280 | 2.120643e+02 |  5.348059e+01 |    1.323069e+00    | 2.039056e+01 | 1.395200e+01 | 5.315565e+00 | 5.440000e+00 | 1.088000e+00 |         -857        |         963       | 0.7969 | rate trigger | Yes |    
GRB190220A   |    889785    | 572324397.120 | 2019-02-20T02:59:34.673220 | 3.301353e+02 | -7.667019e+01 |    1.274944e+00    | 2.149893e+01 | 1.000000e+01 | 2.000000e+00 | 4.000000e+00 | 1.000000e+00 |         -239        |         963       | 0.4688 | rate trigger | Yes |    
GRB190219A   |    889748    | 572297960.448 | 2019-02-19T19:38:58.002900 | 1.896895e+02 |  7.660710e+01 |    1.631883e+00    | 1.511044e+01 | 1.677400e+02 | 1.279419e+01 | 6.250800e+01 | 2.452613e+00 |         -239        |         963       | 0.7656 | rate trigger | Yes |    
GRB190211A   |    888648    | 571596907.136 | 2019-02-11T16:54:44.735040 | 1.966518e+02 |  4.196860e+01 |    2.408252e+00    | 8.666224e+00 | 1.089600e+01 | 1.543399e+00 | 7.280000e+00 | 3.109161e+00 |         -239        |         963       | 0.2617 | rate trigger | Yes |    
GRB190204A   |    887579    | 570951983.104 | 2019-02-04T05:46:00.743560 | 3.514909e+02 |  5.488407e+01 |    6.391852e-01    | 5.764937e+01 | 2.632400e+01 | 7.549788e+00 | 3.904000e+00 | 2.022672e-01 |         -234        |         968       | 0.4844 | rate trigger | Yes |    
GRB190203A   |    887512    | 570901470.784 | 2019-02-03T15:44:08.426720 | 2.260302e+01 |  5.573658e+01 |    9.306790e-01    | 3.370466e+01 | 8.656000e+01 | 6.457987e+01 | 3.385600e+01 | 2.723809e+00 |         -240        |         962       | 0.2168 | rate trigger | Yes |    
GRB190202A   |    887217    | 570764392.704 | 2019-02-02T01:39:30.355340 | 1.665055e+02 |  9.390266e+00 |    1.740490e+00    | 1.378167e+01 | 1.600000e+01 | 5.274955e+00 | 6.528000e+00 | 2.033952e+00 |         -240        |         962       | 0.0449 | rate trigger | Yes |
GRB190123A   |    885314    | 569938775.488 | 2019-01-23T12:19:13.191160 | 5.317814e+01 |  4.550385e+01 |    1.739178e+00    | 1.379652e+01 | 2.512400e+01 | 4.068661e+00 | 1.143200e+01 | 5.610542e+00 |         -239        |         963       | 0.6484 | rate trigger | Yes |    
GRB190114C   |    883832    | 569192245.440 | 2019-01-14T20:57:03.190000 | 5.450300e+01 | -2.693819e+01 |    3.968080e-01    | 1.139134e+02 | 3.614600e+02 | 1.173603e+01 | 4.907200e+01 | 1.473391e+00 |         -239        |         963       | 1.0156 | rate trigger | Yes |    
GRB190114B   |    883818    | 569187094.336 | 2019-01-14T19:31:12.086340 | 1.748679e+02 |  1.888149e+01 |    2.292262e+00    | 9.299405e+00 | 2.649200e+01 | 6.690422e+00 | 1.304800e+01 | 4.128615e+00 |         -239        |         963       | 0.6328 | rate trigger | Yes |    
GRB190114A   |    883600    | 569128272.000 | 2019-01-14T03:10:49.754020 | 6.554272e+01 |  2.195489e+00 |    1.656200e+00    | 1.479450e+01 | 6.709600e+01 | 9.829423e+00 | 3.702400e+01 | 7.784375e+00 |         -239        |         963       | 0.7891 | image trigger | Yes |    
GRB190110A   |    883012    | 568833910.528 | 2019-01-10T17:24:48.300500 | 2.769373e+02 | -5.364255e+01 |    7.986261e-01    | 4.193992e+01 | 9.304000e+00 | 8.390948e-01 | 3.100000e+00 | 2.898067e-01 |         -240        |         243       | 0.4336 | rate trigger | No |    
GRB190109B   |    882809    | 568727791.424 | 2019-01-09T11:56:09.203160 | 5.555317e+01 |  6.359550e+01 |    1.423401e+00    | 1.836875e+01 | 6.512000e+00 | 7.907060e-01 | 2.816000e+00 | 8.622297e-01 |         -239        |         963       | 0.6094 | rate trigger | Yes |    
GRB190109A   |    882747    | 568703584.000 | 2019-01-09T05:12:41.780680 | 3.321439e+01 |  3.811125e+01 |    1.028051e+00    | 2.923847e+01 | 1.150080e+02 | 3.389175e+01 | 4.538800e+01 | 3.694871e+00 |         -239        |         963       | 0.2852 | image trigger | Yes |    
GRB190106A   |    882252    | 568474506.816 | 2019-01-06T13:34:44.611040 | 2.987835e+01 |  2.383957e+01 |    8.074637e-01    | 4.128571e+01 | 7.809600e+01 | 2.085136e+00 | 6.208800e+01 | 6.393622e-01 |         -666        |         962       | 0.6562 | rate trigger | Yes |    
GRB190103B   |    881709    | 568242253.376 | 2019-01-03T21:03:51.185580 | 2.125609e+02 |  3.525393e+01 |    1.322206e+00    | 2.040958e+01 | 1.952000e+01 | 2.716798e+00 | 9.312000e+00 | 4.866210e-01 |         -239        |         963       | 0.0625 | rate trigger | Yes |    
GRB181228A   |    879909    | 567658419.776 | 2018-12-28T02:53:17.622120 | 4.983135e+01 |  1.321081e+01 |    7.598445e-01    | 4.503100e+01 | 2.551520e+02 | 1.380249e+02 | 1.057600e+01 | 5.939428e-01 |         -240        |         962       | 0.3047 | rate trigger | Yes |    
GRB181224A   |    878911    | 567351433.728 | 2018-12-24T13:36:51.593320 | 1.259489e+02 |  6.194439e+00 |    1.854671e+00    | 1.258578e+01 | 1.248800e+01 | 4.203418e+00 | 4.396000e+00 | 1.821035e+00 |         -240        |         962       | 0.8047 | rate trigger | No |    
GRB181213A   |    876016    | 566398680.512 | 2018-12-13T12:57:38.436940 | 2.482090e+02 |  7.850094e+01 |    1.918720e+00    | 1.198991e+01 | 1.529600e+01 | 1.381014e+00 | 1.115200e+01 | 2.294034e+00 |         -840        |         963       | 0.2129 | rate trigger | Yes |    
GRB181203A   |    874475    | 565531749.888 | 2018-12-03T12:08:47.866980 | 1.083372e+02 | -3.977838e+01 |    1.293565e+00    | 2.105817e+01 | 1.506000e+01 | 1.762989e+00 | 8.392000e+00 | 9.506966e-01 |         -429        |         962       | 0.8359 | rate trigger | Yes |    
GRB181202A   |    874334    | 565425406.528 | 2018-12-02T06:36:24.513620 | 2.807374e+02 |  2.797749e+01 |    2.010087e+00    | 1.121900e+01 | 6.560000e+00 | 6.153373e-01 | 4.464000e+00 | 7.049652e-01 |         -886        |         1662       | 0.9609 | rate trigger | Yes |    
GRB181126A   |    873539    | 564918870.080 | 2018-11-26T09:54:08.097180 | 1.523497e+02 | -2.969792e+01 |    1.537353e+00    | 1.645505e+01 | 2.092000e+00 | 1.189285e-01 | 1.616000e+00 | 1.094468e+00 |         -239        |         963       | 0.6875 | rate trigger | Yes |    
GRB181125A   |    873433    | 564828901.888 | 2018-11-25T08:54:39.910800 | 2.683924e+02 | -2.634339e+00 |    2.216764e+00    | 9.755136e+00 | 1.051200e+01 | 4.787250e+00 | 3.192000e+00 | 2.037508e+00 |         -240        |         962       | 0.6953 | rate trigger | No |    
GRB181123B   |    873186    | 564644005.056 | 2018-11-23T05:33:03.090320 | 1.843543e+02 |  1.461892e+01 |    1.894252e+00    | 1.221178e+01 | 2.600000e-01 | 4.560707e-02 | 1.240000e-01 | 4.525484e-02 |         -239        |         963       | 0.5938 | rate trigger | Yes |    
GRB181110A   |    871316    | 563532233.216 | 2018-11-10T08:43:31.319640 | 3.023301e+02 | -3.687817e+01 |    1.412709e+00    | 1.856767e+01 | 1.384240e+02 | 1.092778e+01 | 4.720000e+01 | 1.641000e+00 |         -239        |         963       | 1.0156 | rate trigger | Yes |    
GRB181103A   |    870201    | 562911772.288 | 2018-11-03T04:22:30.430260 | 1.970903e+02 |  5.222204e+01 |    1.926987e+00    | 1.191650e+01 | 9.168000e+00 | 2.872936e+00 | 3.488000e+00 | 1.340018e+00 |         -239        |         963       | 0.7891 | rate trigger | Yes |    
GRB181030A   |    869494    | 562555664.000 | 2018-10-30T01:27:22.164360 | 1.469164e+02 |  1.465722e+01 |    1.085265e+00    | 2.706155e+01 | 3.031960e+02 | 7.859816e+01 | 9.519200e+01 | 1.214756e+01 |         -239        |         963       | 0.7109 | image trigger | Yes |    
GRB181027A   |    868984    | 562297761.216 | 2018-10-27T01:48:59.396380 | 2.253618e+02 |  3.093774e+01 |    1.100864e+00    | 2.651545e+01 | 8.130400e+01 | 1.210597e+01 | 3.990400e+01 | 8.003353e+00 |         -239        |         963       | 0.9609 | rate trigger | No |    
GRB181023A   |    868427    | 561953064.000 | 2018-10-23T02:04:02.201780 | 2.483249e+02 |  1.957816e+01 |    1.994557e+00    | 1.134400e+01 | 5.698400e+01 | 8.033103e+00 | 3.560000e+01 | 8.242358e+00 |         -239        |         963       | 0.5156 | image trigger | Yes |    
GRB181022A   |    868312    | 561922234.944 | 2018-10-22T17:30:13.147700 | 5.682622e+01 | -2.933805e+01 |    2.963304e+00    | 6.443954e+00 | 7.936000e+00 | 2.584365e+00 | 3.736000e+00 | 2.071839e+00 |         -240        |         962       | 1.0312 | rate trigger | Yes |    
GRB181020A   |    867987    | 561754855.296 | 2018-10-20T19:00:33.510100 | 1.398564e+01 | -4.737196e+01 |    5.640576e-01    | 6.892402e+01 | 2.380160e+02 | 1.159881e+01 | 1.607200e+01 | 4.867336e+00 |         -239        |         963       | 0.9453 | rate trigger | Yes |    
GRB181016A   |    867252    | 561344122.688 | 2018-10-16T00:55:00.927600 | 2.312729e+02 | -3.530726e+01 |    1.834177e+00    | 1.278715e+01 | 1.113440e+02 | 2.562730e+01 | 5.132000e+01 | 1.261122e+01 |         -240        |         962       | 0.4961 | rate trigger | No |    
GRB181013A   |    866783    | 561091191.424 | 2018-10-13T02:39:29.679300 | 2.076821e+02 |  4.012064e+01 |    3.546572e+00    | 4.985139e+00 | 1.042080e+02 | 5.369581e+01 | 7.672000e+01 | 9.783353e+01 |         -239        |         963       | 0.8125 | rate trigger | Yes |    
GRB181010A   |    866434    | 560843773.440 | 2018-10-10T05:55:51.710680 | 5.256961e+01 | -2.301950e+01 |    1.447106e+00    | 1.794040e+01 | 1.556400e+01 | 2.192793e+00 | 8.032000e+00 | 9.648959e-01 |         -239        |         963       | 0.8516 | rate trigger | Yes |    
GRB181003A   |    865179    | 560236284.928 | 2018-10-03T05:11:03.236400 | 5.248173e+01 | -3.399075e+01 |    1.748071e+00    | 1.369637e+01 | 2.549200e+01 | 4.762363e+00 | 1.060000e+01 | 3.677064e+00 |         -240        |         962       | 0.9688 | rate trigger | Yes |    
GRB181002A   |    865036    | 560172424.896 | 2018-10-02T11:26:43.208360 | 6.473935e+01 |  1.524766e+01 |    1.813179e+00    | 1.299922e+01 | 6.340800e+01 | 1.234832e+01 | 2.708800e+01 | 7.661983e+00 |         -240        |         962       | 0.7031 | rate trigger | Yes |    
GRB180930A   |    864584    | 560004250.944 | 2018-09-30T12:43:49.266800 | 7.689404e+01 | -2.512444e+01 |    2.251474e+00    | 9.541005e+00 | 6.804000e+00 | 9.557908e-01 | 2.716000e+00 | 1.953606e+00 |         -240        |         962       | 0.8750 | rate trigger | Yes |    
GRB180925A   |    863421    | 559579073.600 | 2018-09-25T14:37:31.949140 | 3.152138e+02 | -6.445031e+01 |    1.486223e+00    | 1.726968e+01 | 8.263200e+01 | 2.364131e+01 | 4.223600e+01 | 1.103035e+01 |         -240        |         963       | 0.1543 | rate trigger | Yes |    
GRB180924A   |    863186    | 559495364.032 | 2018-09-24T15:22:22.386320 | 4.920986e+01 | -5.852245e+01 |    1.404353e+00    | 1.872569e+01 | 9.481600e+01 | 1.184242e+01 | 5.095600e+01 | 4.499049e+00 |         -239        |         963       | 1.0000 | rate trigger | Yes |    
GRB180905A   |    859421    | 557848688.000 | 2018-09-05T13:57:46.456140 | 9.103837e+01 | -4.592188e+00 |    1.702935e+00    | 1.421790e+01 | 1.653440e+02 | 2.889950e+01 | 5.506800e+01 | 1.051491e+01 |         -239        |         363       | 0.2930 | image trigger | Yes |    
GRB180904A   |    859282    | 557789333.952 | 2018-09-04T21:28:32.411820 | 2.742633e+02 |  4.664272e+01 |    2.381306e+00    | 8.806656e+00 | 4.632000e+00 | 1.031591e+00 | 3.320000e+00 | 1.306147e+00 |         -240        |         962       | 0.5625 | rate trigger | Yes |    
GRB180828A   |    856977    | 557175476.288 | 2018-08-28T18:57:34.785720 | 2.687041e+02 | -2.579147e+01 |    8.546948e-01    | 3.806547e+01 | 1.300000e+01 | 9.000000e+00 | 4.000000e+00 | 1.000000e+00 |         -239        |         963       | 0.1855 | rate trigger | Yes |    
GRB180823A   |    855434    | 556743894.464 | 2018-08-23T19:04:32.988300 | 2.103581e+02 |  1.490088e+01 |    8.102590e-01    | 4.108239e+01 | 8.029600e+01 | 6.893024e+00 | 3.089600e+01 | 1.703460e+00 |         -60        |         963       | 0.9297 | rate trigger | Yes |    
GRB180821A   |    854578    | 556562456.000 | 2018-08-21T16:40:34.535440 | 7.738850e+00 | -3.861107e+01 |    2.318793e+00    | 9.147777e+00 | 6.400000e+01 | 2.262742e+01 | 3.200000e+01 | 1.600000e+01 |         -239        |         963       | 0.1758 | image trigger | Yes |    
GRB180818B   |    853882    | 556288240.000 | 2018-08-18T12:30:18.552260 | 1.042255e+02 |  3.931036e+01 |    1.652561e+00    | 1.484105e+01 | 1.374600e+02 | 9.700067e+00 | 1.104400e+02 | 4.472767e+00 |         -239        |         963       | 0.8906 | image trigger | Yes |    
GRB180818A   |    853824    | 556254745.472 | 2018-08-18T03:12:04.026320 | 1.696979e+02 | -4.834413e+01 |    2.258079e+00    | 9.501166e+00 | 1.371200e+01 | 4.050537e+00 | 5.920000e+00 | 2.404742e+00 |         -239        |         963       | 0.7891 | rate trigger | Yes |    
GRB180812A   |    852903    | 555754971.648 | 2018-08-12T08:22:30.233000 | 2.458314e+02 |  7.466857e+01 |    2.265898e+00    | 9.454358e+00 | 1.652800e+01 | 9.701546e-01 | 1.366400e+01 | 6.085080e+00 |         -471        |         962       | 0.2617 | rate trigger | Yes |    
GRB180809B   |    852553    | 555539349.504 | 2018-08-09T20:28:48.102240 | 2.997118e+02 | -1.529277e+01 |    5.622530e-01    | 6.924026e+01 | 2.332440e+02 | 1.124455e+00 | 3.759600e+01 | 1.167568e+00 |         -240        |         963       | 0.6328 | rate trigger | Yes |    
GRB180805B   |    851855    | 555166977.856 | 2018-08-05T13:02:36.477100 | 2.586833e+01 | -1.748139e+01 |    3.180663e+00    | 5.824195e+00 | 1.222400e+02 | 1.801056e+01 | 6.497200e+01 | 3.258223e+01 |         -240        |         962       | 0.6797 | rate trigger | Yes |    
GRB180805A   |    851829    | 555152710.400 | 2018-08-05T09:04:49.021980 | 1.675753e+02 | -4.532662e+01 |    2.140484e+00    | 1.025554e+01 | 1.676000e+00 | 4.088031e-01 | 8.640000e-01 | 3.782275e-01 |         -239        |         963       | 0.6406 | rate trigger | Yes |    
GRB180728A   |    850471    | 554491762.048 | 2018-07-28T17:29:00.710460 | 2.535736e+02 | -5.403714e+01 |    4.985945e-01    | 8.220679e+01 | 8.684000e+00 | 2.973214e-01 | 2.464000e+00 | 3.577716e-02 |         -239        |         723       | 0.5703 | rate trigger | Yes |    
GRB180727A   |    850231    | 554393750.016 | 2018-07-27T14:15:28.684460 | 3.466387e+02 | -6.306607e+01 |    1.113157e+00    | 2.609811e+01 | 1.056000e+00 | 2.291201e-01 | 4.520000e-01 | 7.076724e-02 |         -239        |         363       | 0.8594 | rate trigger | Yes |    
GRB180721A   |    849018    | 553864029.696 | 2018-07-21T11:06:48.396880 | 3.477070e+02 |  4.873928e+00 |    1.827712e+00    | 1.285181e+01 | 4.760000e+01 | 2.986650e+00 | 1.462800e+01 | 2.696490e+01 |         -240        |         962       | 1.0156 | rate trigger | Yes |    
GRB180720C   |    848932    | 553818258.944 | 2018-07-20T22:23:57.647680 | 2.656548e+02 | -2.663306e+01 |    1.639436e+00    | 1.501108e+01 | 1.229880e+02 | 3.167005e+01 | 4.080400e+01 | 2.954995e+01 |         -240        |         962       | 0.9844 | rate trigger | Yes |    
GRB180720B   |    848890    | 553789325.888 | 2018-07-20T14:21:44.593440 | 5.285718e-01 | -2.925526e+00 |    1.160920e+00    | 2.457784e+01 | 1.084000e+02 | 3.688453e+00 | 2.006800e+01 | 1.063850e+00 |         -240        |         962       | 0.0850 | rate trigger | Yes |    
GRB180718A   |    848489    | 553571885.816 | 20180718T01:57:44.530 | 3.360190e+02 |  2.789800e+00 |    3.008257e+00    | 6.307659e+00 | 8.399999e-02 | 2.332388e-02 | 5.199993e-02 | 2.561250e-02 |         -1        |         2       | 0.2500 | ground detected | No |    Tentative detection.
GRB180715A   |    848048    | 553370846.272 | 2018-07-15T18:07:05.003060 | 2.350854e+02 | -8.993133e-01 |    2.001788e+00    | 1.128551e+01 | 6.840000e-01 | 8.772690e-02 | 4.079999e-01 | 8.637128e-02 |         -239        |         963       | 0.8516 | rate trigger | No |    
GRB180709A   |    846868    | 552826341.504 | 2018-07-09T10:52:00.268380 | 3.808552e+01 |  6.033331e+01 |    1.559965e+00    | 1.611536e+01 | 1.948080e+02 | 3.121534e+01 | 9.832000e+01 | 6.763981e+01 |         -240        |         963       | 0.8125 | rate trigger | Yes |    
GRB180706A   |    846395    | 552558301.632 | 2018-07-06T08:24:40.412760 | 1.816826e+02 |  6.604476e+01 |    1.016941e+00    | 2.969588e+01 | 4.244400e+01 | 7.162597e+00 | 2.073600e+01 | 1.050577e+01 |         -660        |         962       | 0.8672 | rate trigger | Yes |    
GRB180705A   |    846299    | 552498096.000 | 2018-07-05T15:41:14.784440 | 2.126047e+02 | -1.163839e+01 |    2.166228e+00    | 1.008187e+01 | 1.067840e+02 | 1.620255e+01 | 6.144800e+01 | 2.567909e+01 |         -239        |         963       | 0.3633 | image trigger | Yes |    
GRB180704A   |    846088    | 552375424.064 | 2018-07-04T05:36:42.855940 | 3.260444e+01 |  6.996534e+01 |    1.326405e+00    | 2.031734e+01 | 1.965600e+01 | 1.404706e+00 | 1.458400e+01 | 8.155808e-01 |         -239        |         963       | 0.0742 | rate trigger | Yes |    
GRB180630A   |    845443    | 552049932.992 | 2018-06-30T11:11:51.803800 | 4.889501e+01 | -8.747632e+01 |    8.322751e-01    | 3.953874e+01 | 1.896000e+01 | 6.314562e+00 | 3.232000e+00 | 6.160780e-01 |         -240        |         962       | 0.5938 | rate trigger | Yes |    
GRB180626A   |    844615    | 551694098.112 | 2018-06-26T08:21:16.945520 | 2.435699e+02 |  1.475949e+01 |    7.795616e-01    | 4.341279e+01 | 3.010400e+01 | 1.411388e+00 | 1.370000e+01 | 7.586092e-01 |         -239        |         963       | 0.3555 | rate trigger | Yes |    
GRB180624A   |    844192    | 551541001.536 | 2018-06-24T13:49:40.378860 | 3.180955e+02 | -2.355501e+00 |    1.309183e+00    | 2.070022e+01 | 4.666520e+02 | 3.575626e+01 | 3.256760e+02 | 9.277618e+00 |         -487        |         963       | 0.4766 | rate trigger | Yes |    
GRB180623A   |    844015    | 551464937.536 | 2018-06-23T16:41:56.383500 | 2.145283e+02 | -6.026823e+01 |    8.690285e-01    | 3.717172e+01 | 1.148800e+02 | 6.819870e+00 | 5.796800e+01 | 1.198145e+00 |         -240        |         963       | 0.6328 | rate trigger | Yes |    
GRB180620B   |    843211    | 551202658.304 | 2018-06-20T15:50:37.167500 | 3.575116e+02 | -5.795511e+01 |    7.786400e-01    | 4.348622e+01 | 2.239680e+02 | 2.613269e+01 | 4.341600e+01 | 4.589234e+00 |         -179        |         843       | 0.7812 | rate trigger | Yes |    
